OrderID,CustomerID,TransactionDate,ProductID,ProductName,ProductCategory,AmountSpent,DiscountApplied,FinalAmount,PaymentMethod,Location,CustomerSignupDate,CustomerAge,Gender,IncomeGroup
O581532,1291,2024-04-21,P762,Product-P762,Electronics,352.12,78.9,273.22,Debit Card,Mumbai,2023-02-17,46,Male,Medium
O685193,1169,2024-03-25,P138,Product-P138,Electronics,17.39,0.38,17.01,Debit Card,Bangalore,2023-11-17,45,Other,Low
O573039,1074,2024-01-19,P688,Product-P688,Grocery,23.34,6.38,16.96,UPI,Hyderabad,2023-11-22,31,Male,Medium
O106185,1057,2024-04-13,P543,Product-P543,Clothing,247.52,1.25,246.27,Credit Card,Chennai,2023-11-18,52,Female,High
O627262,1130,2024-01-17,P874,Product-P874,Beauty,180.45,2.46,177.99,Credit Card,Bangalore,2023-03-12,52,Female,High
O499941,1233,2024-01-28,P396,Product-P396,Clothing,579.31,105.42,473.89,Net Banking,Hyderabad,2023-11-20,26,Male,Medium
O243006,1107,2024-04-11,P941,Product-P941,Electronics,55.6,7.91,47.69,Cash,Delhi,2023-02-03,52,Male,Low
O810189,1207,2024-04-10,P915,Product-P915,Beauty,403.71,35.73,367.98,Debit Card,Bangalore,2023-04-19,19,Other,Low
O143802,1202,2024-04-05,P111,Product-P111,Beauty,470.58,123.49,347.09,Debit Card,Mumbai,2023-03-26,19,Male,Medium
O419491,1067,2024-01-02,P686,Product-P686,Beauty,254.74,30.12,224.62,Cash,Mumbai,2023-05-29,46,Female,High
O268772,1259,2024-02-23,P866,Product-P866,Clothing,423.46,26.9,396.56,Cash,Delhi,2023-07-01,47,Male,High
O290167,1244,2024-02-17,P326,Product-P326,Beauty,0.25,0.06,0.19,Debit Card,Mumbai,2023-09-06,37,Female,Low
O404771,1185,2024-01-14,P971,Product-P971,Beauty,142.44,19.71,122.73,Cash,Mumbai,2023-02-27,56,Other,Low
O446922,1277,2024-01-18,P356,Product-P356,Electronics,146.77,8.69,138.08,Cash,Hyderabad,2023-03-13,37,Male,Low
O302897,1095,2024-04-01,P231,Product-P231,Grocery,21.39,0.64,20.75,Cash,Mumbai,2023-11-24,42,Other,Medium
O259797,1120,2024-03-22,P597,Product-P597,Home,121.18,11.94,109.24,Net Banking,Chennai,2023-05-07,40,Male,Medium
O428429,1165,2024-04-03,P927,Product-P927,Clothing,336.62,96.81,239.81,Debit Card,Mumbai,2023-09-14,19,Male,Low
O980919,1106,2024-03-04,P904,Product-P904,Grocery,83.76,17.9,65.86,UPI,Bangalore,2023-05-18,52,Female,Low
O476167,1056,2024-04-02,P237,Product-P237,Clothing,24.96,6.57,18.39,UPI,Hyderabad,2023-05-31,64,Male,Medium
O982683,1230,2024-03-19,P598,Product-P598,Beauty,532.6,17.39,515.21,Cash,Mumbai,2023-01-04,28,Other,Medium
O869177,1253,2024-03-12,P979,Product-P979,Grocery,637.25,170.39,466.86,Debit Card,Bangalore,2023-07-28,18,Male,Medium
O952117,1039,2024-01-20,P844,Product-P844,Electronics,286.1,76.57,209.53,Cash,Mumbai,2023-04-21,24,Other,Low
O373276,1005,2024-04-13,P887,Product-P887,Beauty,319.12,20.37,298.75,Credit Card,Chennai,2023-05-06,25,Other,Medium
O868844,1137,2024-04-30,P769,Product-P769,Grocery,1.54,0.17,1.37,Debit Card,Chennai,2023-11-18,43,Female,Medium
O481540,1139,2024-03-15,P237,Product-P237,Home,81.35,12.23,69.12,Credit Card,Hyderabad,2023-12-15,56,Female,Medium
O893988,1049,2024-05-08,P110,Product-P110,Grocery,333.56,84.86,248.7,Cash,Delhi,2023-01-23,19,Other,Low
O791444,1162,2024-05-11,P243,Product-P243,Home,66.01,3.15,62.86,Cash,Chennai,2023-08-21,24,Other,Medium
O898461,1123,2024-02-07,P853,Product-P853,Home,278.35,78.43,199.92,Credit Card,Delhi,2023-05-15,52,Female,Medium
O801062,1244,2024-05-04,P337,Product-P337,Electronics,186.69,14.81,171.88,Debit Card,Mumbai,2023-09-06,37,Female,Low
O141843,1159,2024-02-22,P630,Product-P630,Clothing,728.32,84.8,643.52,UPI,Mumbai,2023-05-31,53,Male,Medium
O706739,1184,2024-03-23,P205,Product-P205,Beauty,304.34,57.85,246.49,Net Banking,Bangalore,2023-01-10,20,Male,Medium
O363807,1022,2024-02-14,P485,Product-P485,Home,32.6,3.57,29.03,Credit Card,Chennai,2023-10-15,55,Female,Medium
O931161,1106,2024-04-06,P328,Product-P328,Beauty,298.11,36.3,261.81,Net Banking,Hyderabad,2023-05-18,52,Female,Low
O273650,1086,2024-05-03,P718,Product-P718,Electronics,12.54,1.89,10.65,Debit Card,Hyderabad,2023-11-08,41,Male,High
O295984,1299,2024-02-28,P178,Product-P178,Beauty,88.86,17.15,71.71,Debit Card,Delhi,2023-01-31,53,Male,High
O534753,1136,2024-02-10,P470,Product-P470,Beauty,44.66,9.61,35.05,Credit Card,Delhi,2023-03-20,22,Other,Low
O320939,1151,2024-03-25,P837,Product-P837,Electronics,617.65,89.22,528.43,UPI,Hyderabad,2023-12-15,47,Male,Medium
O701344,1026,2024-02-11,P762,Product-P762,Home,84.83,0.57,84.26,Credit Card,Delhi,2023-10-07,29,Other,Medium
O158627,1141,2024-02-11,P237,Product-P237,Beauty,103.06,1.21,101.85,Cash,Delhi,2023-11-02,26,Female,Low
O690982,1124,2024-02-12,P364,Product-P364,Grocery,4.34,0.67,3.67,UPI,Chennai,2023-10-27,61,Male,Medium
O735988,1266,2024-01-05,P999,Product-P999,Clothing,237.05,67.36,169.69,Debit Card,Hyderabad,2023-11-27,18,Male,Low
O249644,1212,2024-04-30,P988,Product-P988,Home,242.15,12.39,229.76,UPI,Chennai,2023-07-24,50,Male,Medium
O725510,1169,2024-02-16,P738,Product-P738,Beauty,506.53,40.2,466.33,Net Banking,Hyderabad,2023-11-17,45,Other,Low
O312177,1248,2024-01-18,P335,Product-P335,Home,279.74,32.35,247.39,Credit Card,Mumbai,2023-10-20,50,Male,Low
O200976,1017,2024-05-13,P980,Product-P980,Beauty,168.04,34.5,133.54,Debit Card,Chennai,2023-04-22,39,Male,Medium
O888930,1252,2024-02-15,P587,Product-P587,Beauty,362.63,65.25,297.38,Cash,Chennai,2023-08-31,57,Female,Medium
O967719,1195,2024-01-31,P195,Product-P195,Home,45.03,8.91,36.12,Cash,Chennai,2023-02-05,32,Female,Low
O831531,1116,2024-01-01,P893,Product-P893,Home,80.36,12.59,67.77,Net Banking,Mumbai,2023-08-23,25,Female,Low
O467544,1216,2024-05-15,P539,Product-P539,Grocery,31.57,8.89,22.68,UPI,Hyderabad,2023-08-13,61,Other,Low
O397026,1037,2024-01-26,P535,Product-P535,Grocery,88.49,6.76,81.73,Debit Card,Mumbai,2023-05-23,20,Male,Low
O647923,1228,2024-04-14,P363,Product-P363,Grocery,107.84,0.18,107.66,Credit Card,Chennai,2023-10-29,23,Female,Medium
O528705,1241,2024-01-31,P632,Product-P632,Electronics,136.96,15.41,121.55,Debit Card,Bangalore,2023-05-02,43,Other,Medium
O373995,1223,2024-04-02,P209,Product-P209,Grocery,165.35,21.14,144.21,Cash,Bangalore,2023-06-23,34,Other,Low
O533301,1164,2024-04-18,P678,Product-P678,Clothing,240.75,44.19,196.56,UPI,Delhi,2023-05-15,45,Female,Low
O421549,1232,2024-05-03,P283,Product-P283,Clothing,13.88,2.33,11.55,UPI,Bangalore,2023-12-29,50,Female,Medium
O568288,1269,2024-03-29,P892,Product-P892,Home,447.96,98.88,349.08,Credit Card,Delhi,2023-07-26,54,Other,Medium
O743852,1260,2024-02-11,P202,Product-P202,Grocery,80.58,12.29,68.29,Net Banking,Chennai,2023-08-05,59,Other,Low
O963245,1241,2024-01-14,P264,Product-P264,Home,449.36,130.03,319.33,Credit Card,Mumbai,2023-05-02,43,Other,Medium
O332542,1239,2024-02-07,P582,Product-P582,Beauty,126.35,16.5,109.85,Credit Card,Bangalore,2023-02-06,53,Other,Medium
O743789,1096,2024-04-04,P181,Product-P181,Beauty,62.31,0.71,61.6,UPI,Hyderabad,2023-12-19,24,Other,High
O560295,1256,2024-05-13,P393,Product-P393,Beauty,739.95,12.76,727.19,Debit Card,Hyderabad,2023-02-19,42,Male,Medium
O635348,1033,2024-01-03,P306,Product-P306,Beauty,87.84,7.54,80.3,Credit Card,Chennai,2023-03-23,33,Male,Low
O350878,1175,2024-05-12,P815,Product-P815,Grocery,110.2,20.34,89.86,Credit Card,Bangalore,2023-03-20,28,Male,Medium
O802191,1113,2024-01-01,P261,Product-P261,Electronics,138.26,41.35,96.91,UPI,Bangalore,2023-09-13,45,Female,Medium
O194545,1130,2024-04-11,P515,Product-P515,Beauty,29.8,1.79,28.01,Credit Card,Mumbai,2023-03-12,52,Female,High
O955129,1117,2024-03-13,P843,Product-P843,Beauty,51.76,14.21,37.55,Net Banking,Bangalore,2023-03-15,29,Other,Medium
O702833,1134,2024-03-11,P331,Product-P331,Beauty,116.71,33.72,82.99,UPI,Hyderabad,2023-01-25,20,Male,Medium
O175902,1080,2024-01-02,P367,Product-P367,Grocery,97.85,11.95,85.9,Credit Card,Chennai,2023-12-10,57,Female,Medium
O664032,1138,2024-05-08,P401,Product-P401,Clothing,40.8,11.59,29.21,Cash,Bangalore,2023-03-23,31,Other,Medium
O907369,1147,2024-03-05,P810,Product-P810,Home,26.17,7.58,18.59,Cash,Hyderabad,2023-09-28,49,Male,High
O715332,1236,2024-03-03,P875,Product-P875,Clothing,176.14,50.79,125.35,UPI,Hyderabad,2023-02-04,46,Female,Medium
O809794,1091,2024-01-08,P593,Product-P593,Electronics,110.95,8.58,102.37,UPI,Delhi,2023-03-25,46,Male,High
O661671,1001,2024-02-28,P919,Product-P919,Clothing,57.0,7.05,49.95,Net Banking,Chennai,2023-11-24,56,Male,Low
O806423,1064,2024-01-03,P817,Product-P817,Clothing,276.26,20.58,255.68,Credit Card,Hyderabad,2023-01-24,23,Other,High
O470711,1058,2024-03-28,P177,Product-P177,Beauty,525.78,146.91,378.87,UPI,Bangalore,2023-11-13,31,Other,Medium
O872918,1234,2024-02-25,P687,Product-P687,Clothing,497.23,27.27,469.96,Debit Card,Hyderabad,2023-01-31,23,Female,Low
O312616,1183,2024-02-21,P340,Product-P340,Grocery,88.98,23.3,65.68,Debit Card,Delhi,2023-09-08,58,Female,Low
O182300,1090,2024-03-04,P956,Product-P956,Beauty,138.26,14.77,123.49,Credit Card,Mumbai,2023-05-06,58,Male,Medium
O989203,1110,2024-05-06,P728,Product-P728,Electronics,97.02,22.24,74.78,Cash,Mumbai,2023-06-11,59,Female,High
O614646,1109,2024-05-03,P480,Product-P480,Beauty,67.27,6.37,60.9,Cash,Bangalore,2023-10-18,22,Female,High
O234475,1055,2024-02-16,P882,Product-P882,Beauty,130.72,10.99,119.73,Debit Card,Chennai,2023-10-10,25,Female,Low
O626883,1034,2024-01-14,P638,Product-P638,Home,112.57,16.15,96.42,Cash,Mumbai,2023-12-24,32,Female,Medium
O582418,1282,2024-03-29,P503,Product-P503,Grocery,125.9,17.27,108.63,Credit Card,Chennai,2023-05-08,25,Male,Low
O709231,1126,2024-03-21,P805,Product-P805,Electronics,107.8,0.38,107.42,Debit Card,Hyderabad,2023-10-26,39,Other,Medium
O675210,1099,2024-01-26,P433,Product-P433,Clothing,356.2,65.48,290.72,Net Banking,Delhi,2023-12-17,18,Other,Medium
O483699,1118,2024-03-08,P342,Product-P342,Clothing,53.62,7.58,46.04,Cash,Bangalore,2023-05-16,51,Male,Low
O995825,1175,2024-02-17,P610,Product-P610,Home,115.53,7.3,108.23,Net Banking,Bangalore,2023-03-20,28,Male,Medium
O819335,1197,2024-04-12,P386,Product-P386,Home,277.25,14.96,262.29,Debit Card,Chennai,2023-03-06,49,Female,High
O553214,1070,2024-02-28,P933,Product-P933,Electronics,565.06,122.19,442.87,Debit Card,Chennai,2023-02-21,61,Female,Medium
O944804,1174,2024-04-07,P300,Product-P300,Grocery,25.28,6.07,19.21,Debit Card,Hyderabad,2023-04-12,47,Female,Medium
O855562,1143,2024-01-03,P280,Product-P280,Home,87.6,13.13,74.47,Cash,Chennai,2023-07-17,32,Female,Medium
O150026,1256,2024-03-21,P904,Product-P904,Home,94.56,8.51,86.05,Cash,Chennai,2023-02-19,42,Male,Medium
O979725,1162,2024-04-11,P201,Product-P201,Grocery,69.31,1.25,68.06,Net Banking,Hyderabad,2023-08-21,24,Other,Medium
O684572,1027,2024-01-25,P560,Product-P560,Clothing,67.24,5.24,62.0,Net Banking,Chennai,2023-08-03,39,Male,Medium
O308622,1117,2024-03-06,P452,Product-P452,Electronics,100.1,12.37,87.73,Net Banking,Chennai,2023-03-15,29,Other,Medium
O912378,1015,2024-02-14,P899,Product-P899,Clothing,36.07,3.84,32.23,Cash,Hyderabad,2023-01-16,41,Female,Low
O275715,1286,2024-04-24,P180,Product-P180,Home,85.16,15.68,69.48,UPI,Delhi,2023-02-20,37,Female,High
O269868,1091,2024-03-27,P531,Product-P531,Beauty,184.3,31.61,152.69,Credit Card,Mumbai,2023-03-25,46,Male,High
O734792,1283,2024-03-28,P333,Product-P333,Clothing,423.47,40.26,383.21,Net Banking,Bangalore,2023-02-08,53,Other,Low
O646240,1034,2024-04-11,P377,Product-P377,Home,272.38,63.82,208.56,Net Banking,Chennai,2023-12-24,32,Female,Medium
O863124,1111,2024-04-25,P523,Product-P523,Grocery,161.11,8.89,152.22,Credit Card,Delhi,2023-04-19,56,Female,High
O275018,1059,2024-03-01,P777,Product-P777,Clothing,265.63,74.94,190.69,Credit Card,Delhi,2023-07-05,34,Female,Medium
O156440,1230,2024-04-11,P205,Product-P205,Electronics,139.23,2.66,136.57,UPI,Chennai,2023-01-04,28,Other,Medium
O375201,1058,2024-01-07,P889,Product-P889,Home,45.14,7.1,38.04,Credit Card,Mumbai,2023-11-13,31,Other,Medium
O564687,1001,2024-02-09,P186,Product-P186,Home,186.44,17.3,169.14,Debit Card,Bangalore,2023-11-24,56,Male,Low
O795781,1102,2024-02-02,P234,Product-P234,Beauty,355.86,89.52,266.34,Credit Card,Mumbai,2023-04-28,41,Other,High
O385647,1033,2024-04-01,P981,Product-P981,Clothing,170.74,44.27,126.47,UPI,Chennai,2023-03-23,33,Male,Low
O761701,1005,2024-04-23,P238,Product-P238,Beauty,69.94,3.71,66.23,Cash,Hyderabad,2023-05-06,25,Other,Medium
O665883,1132,2024-04-21,P636,Product-P636,Beauty,637.95,59.26,578.69,Net Banking,Hyderabad,2023-09-10,64,Female,Medium
O372427,1043,2024-02-28,P924,Product-P924,Electronics,296.61,39.32,257.29,Net Banking,Hyderabad,2023-07-14,35,Male,High
O400692,1060,2024-02-09,P410,Product-P410,Electronics,26.91,0.0,26.91,Debit Card,Bangalore,2023-10-23,53,Female,Medium
O414164,1276,2024-04-30,P647,Product-P647,Electronics,281.83,58.15,223.68,UPI,Hyderabad,2023-08-18,20,Female,Medium
O935471,1186,2024-01-03,P884,Product-P884,Home,211.5,50.63,160.87,Cash,Delhi,2023-07-05,23,Male,Medium
O513927,1166,2024-01-02,P661,Product-P661,Clothing,100.02,5.66,94.36,Cash,Hyderabad,2023-04-02,59,Other,Low
O183057,1107,2024-03-04,P267,Product-P267,Home,144.48,35.91,108.57,Debit Card,Bangalore,2023-02-03,52,Male,Low
O398505,1250,2024-04-18,P740,Product-P740,Grocery,268.33,41.59,226.74,Cash,Bangalore,2023-08-31,56,Male,High
O403662,1263,2024-03-09,P522,Product-P522,Grocery,266.3,68.18,198.12,Debit Card,Delhi,2023-01-28,33,Male,High
O615895,1255,2024-01-29,P752,Product-P752,Home,19.33,3.58,15.75,Net Banking,Chennai,2023-02-18,45,Other,Low
O294969,1255,2024-02-18,P428,Product-P428,Electronics,19.96,0.91,19.05,Cash,Mumbai,2023-02-18,45,Other,Low
O344119,1203,2024-01-27,P388,Product-P388,Clothing,17.41,0.65,16.76,UPI,Mumbai,2023-05-16,20,Male,Medium
O426711,1004,2024-01-24,P254,Product-P254,Electronics,7.39,1.09,6.3,Net Banking,Hyderabad,2023-05-21,60,Other,Medium
O184120,1142,2024-05-07,P480,Product-P480,Home,219.79,45.95,173.84,Credit Card,Bangalore,2023-02-02,32,Male,Low
O592984,1229,2024-02-07,P157,Product-P157,Clothing,140.77,32.76,108.01,Credit Card,Chennai,2023-04-23,39,Other,Low
O905459,1237,2024-02-16,P296,Product-P296,Clothing,301.86,74.01,227.85,Credit Card,Mumbai,2023-01-17,20,Female,Medium
O583220,1206,2024-03-04,P494,Product-P494,Home,261.54,19.39,242.15,Credit Card,Delhi,2023-08-05,19,Male,Medium
O266316,1234,2024-01-25,P633,Product-P633,Grocery,50.11,7.11,43.0,Net Banking,Bangalore,2023-01-31,23,Female,Low
O769536,1276,2024-01-11,P862,Product-P862,Beauty,172.31,26.93,145.38,Net Banking,Hyderabad,2023-08-18,20,Female,Medium
O347428,1079,2024-03-17,P303,Product-P303,Clothing,105.81,28.17,77.64,Debit Card,Mumbai,2023-04-18,40,Male,Medium
O225461,1117,2024-04-21,P432,Product-P432,Electronics,504.55,25.33,479.22,Net Banking,Chennai,2023-03-15,29,Other,Medium
O921533,1281,2024-04-11,P908,Product-P908,Grocery,123.73,0.33,123.4,Credit Card,Chennai,2023-08-25,28,Male,Medium
O265358,1086,2024-05-01,P804,Product-P804,Beauty,458.28,21.31,436.97,Credit Card,Delhi,2023-11-08,41,Male,High
O472787,1178,2024-05-07,P193,Product-P193,Beauty,117.73,11.95,105.78,Credit Card,Mumbai,2023-10-04,56,Female,Low
O343977,1099,2024-02-09,P818,Product-P818,Beauty,460.72,109.39,351.33,Debit Card,Hyderabad,2023-12-17,18,Other,Medium
O122390,1232,2024-03-22,P671,Product-P671,Clothing,245.76,59.39,186.37,UPI,Delhi,2023-12-29,50,Female,Medium
O840951,1032,2024-04-06,P466,Product-P466,Grocery,163.97,12.33,151.64,Credit Card,Hyderabad,2023-01-04,45,Male,High
O694229,1069,2024-04-22,P672,Product-P672,Clothing,251.1,40.88,210.22,UPI,Delhi,2023-04-30,43,Other,Medium
O971733,1235,2024-02-17,P656,Product-P656,Clothing,521.67,50.66,471.01,UPI,Bangalore,2023-04-28,33,Female,Low
O667915,1151,2024-02-11,P170,Product-P170,Beauty,175.3,8.15,167.15,Net Banking,Bangalore,2023-12-15,47,Male,Medium
O869295,1180,2024-04-03,P564,Product-P564,Electronics,32.05,7.46,24.59,Cash,Hyderabad,2023-01-01,18,Female,Low
O436272,1170,2024-02-17,P119,Product-P119,Beauty,209.02,53.73,155.29,Cash,Delhi,2023-06-02,45,Male,Medium
O816412,1267,2024-01-17,P774,Product-P774,Beauty,625.52,153.7,471.82,Debit Card,Chennai,2023-02-20,29,Other,Medium
O529711,1042,2024-05-07,P884,Product-P884,Beauty,124.06,5.74,118.32,Net Banking,Bangalore,2023-02-17,56,Male,Medium
O975763,1238,2024-03-23,P213,Product-P213,Electronics,72.62,11.4,61.22,Credit Card,Mumbai,2023-06-19,37,Female,Medium
O203550,1099,2024-02-03,P282,Product-P282,Electronics,194.78,11.81,182.97,UPI,Delhi,2023-12-17,18,Other,Medium
O835381,1205,2024-01-09,P684,Product-P684,Home,129.52,25.56,103.96,Cash,Chennai,2023-11-07,34,Female,Medium
O318877,1207,2024-03-06,P150,Product-P150,Clothing,29.44,1.95,27.49,Credit Card,Mumbai,2023-04-19,19,Other,Low
O685126,1149,2024-05-05,P952,Product-P952,Electronics,38.86,5.46,33.4,Credit Card,Bangalore,2023-10-11,49,Female,Medium
O378727,1191,2024-04-16,P941,Product-P941,Clothing,295.52,70.41,225.11,Credit Card,Chennai,2023-10-18,50,Female,Medium
O644719,1155,2024-05-15,P141,Product-P141,Electronics,187.77,47.01,140.76,Credit Card,Delhi,2023-05-17,62,Female,Low
O651752,1241,2024-01-25,P203,Product-P203,Grocery,128.58,20.51,108.07,Debit Card,Delhi,2023-05-02,43,Other,Medium
O882351,1175,2024-03-04,P683,Product-P683,Grocery,496.42,83.16,413.26,Cash,Hyderabad,2023-03-20,28,Male,Medium
O209159,1109,2024-01-28,P884,Product-P884,Beauty,13.72,1.47,12.25,UPI,Hyderabad,2023-10-18,22,Female,High
O789472,1287,2024-02-12,P911,Product-P911,Grocery,468.22,77.25,390.97,Cash,Bangalore,2023-01-26,52,Other,Low
O676802,1155,2024-02-10,P646,Product-P646,Beauty,57.44,7.63,49.81,Net Banking,Bangalore,2023-05-17,62,Female,Low
O737967,1285,2024-03-24,P965,Product-P965,Clothing,968.95,119.86,849.09,UPI,Bangalore,2023-10-09,57,Other,Medium
O477496,1191,2024-03-02,P676,Product-P676,Beauty,267.1,17.14,249.96,Cash,Bangalore,2023-10-18,50,Female,Medium
O724702,1180,2024-04-25,P558,Product-P558,Home,90.61,0.01,90.6,Credit Card,Bangalore,2023-01-01,18,Female,Low
O414922,1121,2024-01-05,P630,Product-P630,Grocery,387.8,115.57,272.23,Net Banking,Mumbai,2023-10-15,41,Male,Low
O636107,1209,2024-02-26,P319,Product-P319,Clothing,482.25,3.14,479.11,Net Banking,Chennai,2023-12-20,40,Other,Medium
O377860,1101,2024-02-09,P196,Product-P196,Electronics,180.29,24.9,155.39,Debit Card,Delhi,2023-01-29,25,Female,High
O698199,1250,2024-04-03,P696,Product-P696,Grocery,742.74,51.92,690.82,Net Banking,Mumbai,2023-08-31,56,Male,High
O281301,1293,2024-04-12,P682,Product-P682,Grocery,284.04,62.57,221.47,Net Banking,Hyderabad,2023-03-27,63,Other,Medium
O773452,1017,2024-05-04,P945,Product-P945,Beauty,488.27,120.04,368.23,Credit Card,Chennai,2023-04-22,39,Male,Medium
O464831,1005,2024-03-17,P138,Product-P138,Beauty,97.31,11.14,86.17,Credit Card,Bangalore,2023-05-06,25,Other,Medium
O111989,1113,2024-04-21,P526,Product-P526,Electronics,173.26,45.21,128.05,Debit Card,Chennai,2023-09-13,45,Female,Medium
O692354,1286,2024-04-07,P155,Product-P155,Clothing,27.11,4.26,22.85,Net Banking,Chennai,2023-02-20,37,Female,High
O806357,1206,2024-02-08,P434,Product-P434,Beauty,416.14,87.11,329.03,Debit Card,Mumbai,2023-08-05,19,Male,Medium
O552917,1132,2024-04-10,P556,Product-P556,Beauty,146.96,25.36,121.6,Credit Card,Delhi,2023-09-10,64,Female,Medium
O598969,1199,2024-03-15,P905,Product-P905,Home,35.58,1.58,34.0,Net Banking,Mumbai,2023-12-04,58,Other,Low
O555596,1251,2024-01-13,P661,Product-P661,Home,477.31,37.6,439.71,UPI,Chennai,2023-05-05,35,Male,Low
O514521,1245,2024-02-03,P880,Product-P880,Grocery,300.28,43.32,256.96,Debit Card,Hyderabad,2023-04-20,49,Male,Low
O354085,1042,2024-02-20,P674,Product-P674,Beauty,726.44,217.3,509.14,Cash,Delhi,2023-02-17,56,Male,Medium
O217996,1287,2024-01-19,P372,Product-P372,Home,427.4,41.47,385.93,Cash,Mumbai,2023-01-26,52,Other,Low
O722725,1243,2024-04-15,P533,Product-P533,Clothing,224.93,23.5,201.43,Net Banking,Bangalore,2023-12-09,36,Male,Low
O961493,1066,2024-01-07,P888,Product-P888,Clothing,166.97,8.48,158.49,Net Banking,Chennai,2023-04-27,21,Other,Low
O818651,1147,2024-04-23,P738,Product-P738,Grocery,9.3,1.23,8.07,Debit Card,Delhi,2023-09-28,49,Male,High
O751168,1178,2024-04-05,P259,Product-P259,Electronics,290.25,9.78,280.47,Credit Card,Delhi,2023-10-04,56,Female,Low
O571923,1205,2024-02-07,P989,Product-P989,Clothing,45.27,0.19,45.08,Credit Card,Bangalore,2023-11-07,34,Female,Medium
O313701,1240,2024-04-30,P123,Product-P123,Clothing,292.68,18.35,274.33,Cash,Delhi,2023-09-21,36,Male,High
O828834,1198,2024-05-13,P868,Product-P868,Clothing,368.33,60.64,307.69,Cash,Delhi,2023-03-07,41,Female,Medium
O367865,1112,2024-01-05,P485,Product-P485,Beauty,1671.73,454.4,1217.33,Cash,Mumbai,2023-12-02,58,Male,Medium
O155663,1199,2024-02-13,P161,Product-P161,Clothing,521.97,31.43,490.54,Cash,Bangalore,2023-12-04,58,Other,Low
O213132,1010,2024-04-29,P770,Product-P770,Electronics,173.09,3.46,169.63,Net Banking,Bangalore,2023-10-07,28,Female,Medium
O844162,1245,2024-01-05,P399,Product-P399,Home,226.18,15.69,210.49,UPI,Chennai,2023-04-20,49,Male,Low
O295472,1167,2024-01-26,P423,Product-P423,Home,308.23,80.15,228.08,Cash,Mumbai,2023-09-17,62,Other,Low
O359409,1133,2024-02-20,P612,Product-P612,Home,4.74,0.8,3.94,Credit Card,Mumbai,2023-02-16,31,Other,High
O463625,1073,2024-05-15,P412,Product-P412,Clothing,466.57,68.58,397.99,Debit Card,Mumbai,2023-08-21,53,Male,Medium
O951331,1058,2024-03-31,P463,Product-P463,Clothing,31.02,2.2,28.82,Cash,Bangalore,2023-11-13,31,Other,Medium
O393804,1240,2024-01-16,P740,Product-P740,Clothing,101.52,26.76,74.76,Credit Card,Chennai,2023-09-21,36,Male,High
O865344,1300,2024-02-27,P255,Product-P255,Clothing,361.71,97.36,264.35,Debit Card,Mumbai,2023-03-26,50,Other,Low
O352036,1031,2024-04-07,P633,Product-P633,Beauty,98.24,25.72,72.52,Debit Card,Hyderabad,2023-05-23,59,Other,Medium
O668573,1241,2024-02-09,P536,Product-P536,Clothing,431.03,117.64,313.39,Net Banking,Hyderabad,2023-05-02,43,Other,Medium
O424008,1113,2024-02-03,P311,Product-P311,Grocery,83.33,14.53,68.8,Debit Card,Delhi,2023-09-13,45,Female,Medium
O265725,1216,2024-05-14,P238,Product-P238,Home,55.05,16.44,38.61,Debit Card,Chennai,2023-08-13,61,Other,Low
O433025,1260,2024-03-22,P169,Product-P169,Beauty,211.97,33.89,178.08,Credit Card,Delhi,2023-08-05,59,Other,Low
O418083,1060,2024-02-07,P844,Product-P844,Electronics,430.43,98.84,331.59,UPI,Hyderabad,2023-10-23,53,Female,Medium
O237935,1070,2024-04-23,P863,Product-P863,Clothing,176.16,8.03,168.13,Debit Card,Mumbai,2023-02-21,61,Female,Medium
O742108,1096,2024-02-17,P126,Product-P126,Beauty,367.3,67.98,299.32,Cash,Chennai,2023-12-19,24,Other,High
O183336,1271,2024-02-29,P710,Product-P710,Grocery,51.24,3.55,47.69,Credit Card,Bangalore,2023-02-25,26,Female,Medium
O292913,1272,2024-05-02,P237,Product-P237,Beauty,13.94,3.54,10.4,UPI,Bangalore,2023-05-08,58,Male,Low
O133795,1011,2024-04-09,P603,Product-P603,Home,417.7,17.23,400.47,Debit Card,Delhi,2023-02-14,28,Other,Medium
O878427,1283,2024-04-14,P882,Product-P882,Electronics,549.06,152.44,396.62,UPI,Delhi,2023-02-08,53,Other,Low
O613742,1262,2024-02-21,P875,Product-P875,Grocery,164.38,3.26,161.12,UPI,Chennai,2023-08-28,24,Female,Medium
O913920,1154,2024-03-24,P987,Product-P987,Home,382.06,101.73,280.33,UPI,Hyderabad,2023-10-02,56,Female,High
O878533,1021,2024-01-11,P722,Product-P722,Home,372.43,80.47,291.96,UPI,Chennai,2023-01-14,47,Other,Medium
O967182,1106,2024-05-14,P756,Product-P756,Electronics,320.38,50.04,270.34,UPI,Hyderabad,2023-05-18,52,Female,Low
O684791,1104,2024-01-11,P998,Product-P998,Grocery,28.56,4.44,24.12,UPI,Mumbai,2023-06-11,34,Female,Medium
O419348,1181,2024-04-09,P628,Product-P628,Electronics,53.32,3.04,50.28,UPI,Hyderabad,2023-11-03,44,Male,Low
O823468,1255,2024-03-14,P572,Product-P572,Grocery,210.88,26.73,184.15,Cash,Mumbai,2023-02-18,45,Other,Low
O857750,1287,2024-05-12,P245,Product-P245,Home,603.89,150.35,453.54,UPI,Mumbai,2023-01-26,52,Other,Low
